e-acqload-bare.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-acqload-bare.err.txt"
"shared-baseline-resume-and-refresh","baseline","resume-and-refresh","","--impl baseline --pattern resume-and-refresh --rounds 500000 --deref 5000 --readers 8 --slot-space 2 --reclaimer-delay 0","SURVIVED_EXIT0","0","6.674","6.6","","","8/8 slots held by >1 thread, max 8 distinct threads on one slot","C:\le\artifacts\x86-vm-d32-20260728\shared-baseline-resume-and-refresh.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-baseline-resume-and-refresh.err.txt"
"shared-fullbarrier-resume-and-refresh","fullbarrier","resume-and-refresh","","--impl fullbarrier --pattern resume-and-refresh --rounds 500000 --deref 5000 --readers 8 --slot-space 2 --reclaimer-delay 0","SURVIVED_EXIT0","0","7.048","6.9","","","8/8 slots held by >1 thread, max 8 distinct threads on one slot","C:\le\artifacts\x86-vm-d32-20260728\shared-fullbarrier-resume-and-refresh.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-fullbarrier-resume-and-refresh.err.txt"
"shared-casannounce-plain-resume-and-refresh","casannounce","resume-and-refresh","","--impl casannounce --pattern resume-and-refresh --rounds 500000 --deref 5000 --readers 8 --slot-space 2 --reclaimer-delay 0","SURVIVED_EXIT0","0","6.616","6.5","","","8/8 slots held by >1 thread, max 8 distinct threads on one slot","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-plain-resume-and-refresh.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-plain-resume-and-refresh.err.txt"
"shared-casannounce-release-resume-and-refresh","casannounce","resume-and-refresh","release","--impl casannounce --pattern resume-and-refresh --rounds 500000 --deref 5000 --readers 8 --slot-space 2 --reclaimer-delay 0","SURVIVED_EXIT0","0","6.545","6.4","","","8/8 slots held by >1 thread, max 8 distinct threads on one slot","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-release-resume-and-refresh.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-release-resume-and-refresh.err.txt"
"shared-casannounce-fence-resume-and-refresh","casannounce","resume-and-refresh","fence","--impl casannounce --pattern resume-and-refresh --rounds 500000 --deref 5000 --readers 8 --slot-space 2 --reclaimer-delay 0","SURVIVED_EXIT0","0","6.883","6.8","","","8/8 slots held by >1 thread, max 8 distinct threads on one slot","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-fence-resume-and-refresh.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-fence-resume-and-refresh.err.txt"
"shared-casannounce-acqload-resume-and-refresh","casannounce","resume-and-refresh","acqload","--impl casannounce --pattern resume-and-refresh --rounds 500000 --deref 5000 --readers 8 --slot-space 2 --reclaimer-delay 0","SURVIVED_EXIT0","0","6.731","6.6","","","8/8 slots held by >1 thread, max 8 distinct threads on one slot","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-acqload-resume-and-refresh.out.txt","C:\le\artifacts\x86-vm-d32-20260728\shared-casannounce-acqload-resume-and-refresh.err.txt"
